tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1999-540,Wimbledon,Grass,128,G,19990621,50,102562,,,Jiri Novak,R,190.0,CZE,24.2491444216,59.0,779.0,103819,,WC,Roger Federer,R,185.0,SUI,17.8672142368,103.0,457.0,6-3 3-6 4-6 6-3 6-4,5,R128,138.0,1.0,5.0,171.0,130.0,85.0,16.0,24.0,17.0,21.0,8.0,6.0,160.0,108.0,77.0,22.0,23.0,10.0,15.0
1999-520,Roland Garros,Clay,128,G,19990524,48,102158,3.0,,Patrick Rafter,R,185.0,AUS,26.4010951403,3.0,3298.0,103819,,WC,Roger Federer,R,185.0,SUI,17.7905544148,111.0,424.0,5-7 6-3 6-0 6-2,5,R128,133.0,6.0,3.0,117.0,84.0,59.0,20.0,18.0,7.0,9.0,3.0,3.0,108.0,60.0,37.0,24.0,17.0,10.0,17.0
2000-560,US Open,Hard,128,G,20000828,38,103819,,,Roger Federer,R,185.0,SUI,19.0554414784,40.0,892.0,103193,,,Peter Wessels,R,196.0,NED,22.3107460643,89.0,467.0,4-6 4-6 6-3 7-5 3-4 RET,5,R128,152.0,15.0,9.0,150.0,85.0,62.0,38.0,25.0,5.0,8.0,15.0,4.0,128.0,81.0,61.0,30.0,24.0,2.0,5.0
2000-560,US Open,Hard,128,G,20000828,83,103819,,,Roger Federer,R,185.0,SUI,19.0554414784,40.0,892.0,102110,,,Daniel Nestor,L,190.0,CAN,27.9808350445,307.0,99.0,6-1 7-6(5) 6-1,5,R64,92.0,15.0,1.0,88.0,55.0,48.0,18.0,14.0,4.0,4.0,7.0,4.0,77.0,54.0,33.0,10.0,12.0,4.0,8.0
2000-560,US Open,Hard,128,G,20000828,106,103507,12.0,,Juan Carlos Ferrero,R,183.0,ESP,20.5420944559,12.0,1619.0,103819,,,Roger Federer,R,185.0,SUI,19.0554414784,40.0,892.0,7-5 7-6(6) 1-6 7-6(6),5,R32,173.0,4.0,10.0,151.0,81.0,55.0,36.0,22.0,3.0,9.0,14.0,7.0,135.0,75.0,60.0,30.0,21.0,8.0,12.0
2000-580,Australian Open,Hard,128,G,20000117,52,103819,,,Roger Federer,R,185.0,SUI,18.4421629021,62.0,620.0,102021,,,Michael Chang,R,175.0,USA,27.9014373717,38.0,841.0,6-4 6-4 7-6(5),5,R128,125.0,14.0,7.0,101.0,55.0,42.0,28.0,16.0,1.0,3.0,6.0,9.0,120.0,74.0,52.0,22.0,16.0,5.0,9.0
2000-580,Australian Open,Hard,128,G,20000117,90,103819,,,Roger Federer,R,185.0,SUI,18.4421629021,62.0,620.0,102466,,,Jan Kroslak,R,188.0,SVK,25.2511978097,104.0,372.0,7-6(1) 6-2 6-3,5,R64,106.0,9.0,4.0,106.0,64.0,43.0,28.0,14.0,9.0,10.0,6.0,6.0,105.0,68.0,41.0,16.0,15.0,8.0,12.0
2000-580,Australian Open,Hard,128,G,20000117,109,103096,,,Arnaud Clement,R,173.0,FRA,22.083504449,54.0,694.0,103819,,,Roger Federer,R,185.0,SUI,18.4421629021,62.0,620.0,6-1 6-4 6-3,5,R32,101.0,2.0,0.0,84.0,50.0,36.0,21.0,13.0,3.0,4.0,7.0,6.0,88.0,49.0,32.0,13.0,13.0,6.0,12.0
2000-540,Wimbledon,Grass,128,G,20000626,33,102338,5.0,,Yevgeny Kafelnikov,R,190.0,RUS,26.3518138261,5.0,3016.0,103819,,,Roger Federer,R,185.0,SUI,18.8829568789,35.0,914.0,7-5 7-5 7-6(6),5,R128,128.0,13.0,9.0,122.0,73.0,55.0,23.0,18.0,5.0,8.0,10.0,2.0,115.0,67.0,43.0,28.0,18.0,2.0,7.0
2000-520,Roland Garros,Clay,128,G,20000529,50,103819,,,Roger Federer,R,185.0,SUI,18.8062970568,54.0,735.0,101885,,,Wayne Arthurs,L,190.0,AUS,29.1991786448,106.0,386.0,7-6(4) 6-3 1-6 6-3,5,R128,147.0,5.0,4.0,135.0,80.0,59.0,31.0,19.0,11.0,13.0,16.0,7.0,119.0,57.0,49.0,31.0,18.0,7.0,9.0
2000-520,Roland Garros,Clay,128,G,20000529,89,103819,,,Roger Federer,R,185.0,SUI,18.8062970568,54.0,735.0,102998,,,Jan Michael Gambill,R,190.0,USA,22.9869952088,69.0,626.0,7-6(5) 6-3 6-3,5,R64,132.0,8.0,3.0,124.0,80.0,56.0,25.0,15.0,9.0,10.0,6.0,3.0,98.0,63.0,41.0,17.0,15.0,2.0,6.0
2000-520,Roland Garros,Clay,128,G,20000529,109,103819,,,Roger Federer,R,185.0,SUI,18.8062970568,54.0,735.0,103356,,Q,Michel Kratochvil,R,185.0,SUI,21.144421629,120.0,335.0,7-6(5) 6-4 2-6 6-7(4) 8-6,5,R32,265.0,14.0,7.0,179.0,101.0,75.0,40.0,28.0,10.0,16.0,6.0,15.0,212.0,101.0,67.0,60.0,28.0,17.0,23.0
2000-520,Roland Garros,Clay,128,G,20000529,119,102374,10.0,,Alex Corretja,R,180.0,ESP,26.1327857632,10.0,1776.0,103819,,,Roger Federer,R,185.0,SUI,18.8062970568,54.0,735.0,7-5 7-6(7) 6-2,5,R16,156.0,5.0,3.0,107.0,52.0,45.0,28.0,16.0,3.0,5.0,9.0,6.0,126.0,74.0,53.0,18.0,16.0,9.0,14.0
2001-580,Australian Open,Hard,128,G,20010115,6,103819,,,Roger Federer,R,185.0,SUI,19.4387405886,29.0,1080.0,103324,,,Arnaud Di Pasquale,R,185.0,FRA,21.9274469541,61.0,670.0,6-4 4-6 6-1 7-5,5,R128,132.0,6.0,0.0,120.0,81.0,52.0,25.0,19.0,5.0,8.0,1.0,2.0,124.0,78.0,48.0,23.0,20.0,4.0,10.0
2001-580,Australian Open,Hard,128,G,20010115,67,103819,,,Roger Federer,R,185.0,SUI,19.4387405886,29.0,1080.0,102765,,,Nicolas Escude,R,185.0,FRA,24.7857631759,46.0,840.0,6-1 6-4 6-4,5,R64,105.0,12.0,6.0,104.0,65.0,47.0,21.0,13.0,5.0,6.0,0.0,2.0,80.0,47.0,27.0,20.0,14.0,2.0,7.0
2001-580,Australian Open,Hard,128,G,20010115,98,103096,15.0,,Arnaud Clement,R,173.0,FRA,23.0800821355,18.0,1360.0,103819,,,Roger Federer,R,185.0,SUI,19.4387405886,29.0,1080.0,7-6(5) 6-4 6-4,5,R32,128.0,3.0,4.0,101.0,61.0,44.0,24.0,16.0,5.0,8.0,13.0,10.0,118.0,74.0,48.0,18.0,16.0,6.0,11.0
2001-560,US Open,Hard,128,G,20010827,57,103819,13.0,,Roger Federer,R,185.0,SUI,20.052019165,13.0,1815.0,102694,,,Lars Burgsmuller,R,183.0,GER,25.7248459959,72.0,572.0,6-4 6-4 6-4,5,R128,123.0,13.0,6.0,110.0,68.0,48.0,25.0,15.0,10.0,10.0,2.0,4.0,93.0,48.0,32.0,27.0,15.0,7.0,10.0
2001-560,US Open,Hard,128,G,20010827,93,103819,13.0,,Roger Federer,R,185.0,SUI,20.052019165,13.0,1815.0,104068,,WC,Robby Ginepri,R,183.0,USA,18.8884325804,327.0,92.0,6-2 7-5 6-1,5,R64,85.0,16.0,2.0,83.0,55.0,44.0,16.0,14.0,5.0,5.0,1.0,8.0,89.0,46.0,29.0,18.0,13.0,4.0,10.0
2001-560,US Open,Hard,128,G,20010827,111,103819,13.0,,Roger Federer,R,185.0,SUI,20.052019165,13.0,1815.0,102854,24.0,,Sjeng Schalken,R,193.0,NED,24.9664613279,24.0,1253.0,6-4 7-5 7-6(3),5,R32,118.0,11.0,7.0,93.0,54.0,47.0,21.0,17.0,1.0,3.0,4.0,3.0,110.0,68.0,45.0,19.0,17.0,2.0,6.0
2001-560,US Open,Hard,128,G,20010827,120,101736,2.0,,Andre Agassi,R,180.0,USA,31.3292265572,2.0,3870.0,103819,13.0,,Roger Federer,R,185.0,SUI,20.052019165,13.0,1815.0,6-1 6-2 6-4,5,R16,83.0,6.0,1.0,80.0,53.0,38.0,19.0,12.0,9.0,9.0,1.0,2.0,59.0,28.0,17.0,15.0,13.0,1.0,6.0
2001-520,Roland Garros,Clay,128,G,20010528,53,103819,,,Roger Federer,R,185.0,SUI,19.8028747433,18.0,1480.0,102999,,Q,Stefano Galvani,R,178.0,ITA,23.9835728953,239.0,147.0,6-3 6-3 6-3,5,R128,104.0,10.0,5.0,84.0,44.0,33.0,23.0,14.0,11.0,13.0,0.0,12.0,99.0,44.0,25.0,24.0,13.0,13.0,20.0
2001-520,Roland Garros,Clay,128,G,20010528,91,103819,,,Roger Federer,R,185.0,SUI,19.8028747433,18.0,1480.0,102227,,,Sargis Sargsian,R,180.0,ARM,27.9835728953,115.0,361.0,4-6 3-6 6-2 6-4 9-7,5,R64,197.0,9.0,2.0,147.0,97.0,70.0,30.0,26.0,7.0,10.0,2.0,5.0,169.0,104.0,67.0,39.0,27.0,5.0,10.0
2001-520,Roland Garros,Clay,128,G,20010528,110,103819,,,Roger Federer,R,185.0,SUI,19.8028747433,18.0,1480.0,103176,,,David Sanchez,R,183.0,ESP,23.1047227926,89.0,482.0,6-4 6-3 1-6 6-3,5,R32,139.0,4.0,3.0,112.0,72.0,54.0,16.0,17.0,14.0,18.0,2.0,4.0,115.0,70.0,41.0,26.0,18.0,10.0,15.0
2001-520,Roland Garros,Clay,128,G,20010528,119,103819,,,Roger Federer,R,185.0,SUI,19.8028747433,18.0,1480.0,101885,,,Wayne Arthurs,L,190.0,AUS,30.1957563313,59.0,693.0,3-6 6-3 6-4 6-2,5,R16,147.0,5.0,3.0,106.0,57.0,45.0,29.0,18.0,3.0,5.0,12.0,9.0,147.0,74.0,53.0,30.0,18.0,19.0,24.0
2001-520,Roland Garros,Clay,128,G,20010528,124,102374,13.0,,Alex Corretja,R,180.0,ESP,27.1293634497,13.0,1825.0,103819,,,Roger Federer,R,185.0,SUI,19.8028747433,18.0,1480.0,7-5 6-4 7-5,5,QF,161.0,1.0,4.0,127.0,82.0,50.0,23.0,17.0,12.0,16.0,2.0,5.0,104.0,69.0,42.0,15.0,17.0,10.0,17.0
2001-540,Wimbledon,Grass,128,G,20010625,8,103819,15.0,,Roger Federer,R,185.0,SUI,19.8795345654,15.0,1580.0,103294,,,Christophe Rochus,R,170.0,BEL,22.5270362765,83.0,528.0,6-2 6-3 6-2,5,R128,66.0,18.0,0.0,65.0,50.0,42.0,9.0,13.0,1.0,2.0,0.0,3.0,72.0,35.0,19.0,17.0,12.0,2.0,8.0
2001-540,Wimbledon,Grass,128,G,20010625,68,103819,15.0,,Roger Federer,R,185.0,SUI,19.8795345654,15.0,1580.0,103598,,,Xavier Malisse,R,185.0,BEL,20.9336071184,53.0,737.0,6-3 7-5 3-6 4-6 6-3,5,R64,149.0,10.0,1.0,172.0,113.0,75.0,32.0,25.0,22.0,26.0,8.0,4.0,122.0,79.0,60.0,27.0,24.0,3.0,8.0
2001-540,Wimbledon,Grass,128,G,20010625,98,103819,15.0,,Roger Federer,R,185.0,SUI,19.8795345654,15.0,1580.0,102035,33.0,,Jonas Bjorkman,R,183.0,SWE,29.2566735113,41.0,875.0,7-6(4) 6-3 7-6(2),5,R32,141.0,9.0,4.0,130.0,81.0,59.0,28.0,17.0,10.0,11.0,7.0,8.0,125.0,85.0,60.0,17.0,16.0,6.0,8.0
2001-540,Wimbledon,Grass,128,G,20010625,113,103819,15.0,,Roger Federer,R,185.0,SUI,19.8795345654,15.0,1580.0,101948,1.0,,Pete Sampras,R,185.0,USA,29.8699520876,6.0,2790.0,7-6(7) 5-7 6-4 6-7(2) 7-5,5,R16,221.0,25.0,6.0,181.0,113.0,93.0,35.0,29.0,9.0,11.0,26.0,9.0,189.0,132.0,101.0,26.0,29.0,11.0,14.0
2001-540,Wimbledon,Grass,128,G,20010625,121,102450,6.0,,Tim Henman,R,185.0,GBR,26.8008213552,11.0,1995.0,103819,15.0,,Roger Federer,R,185.0,SUI,19.8795345654,15.0,1580.0,7-5 7-6(6) 2-6 7-6(6),5,QF,193.0,7.0,6.0,140.0,89.0,69.0,25.0,22.0,8.0,12.0,12.0,2.0,150.0,91.0,69.0,29.0,22.0,6.0,9.0
2002-540,Wimbledon,Grass,128,G,20020624,16,104339,,Q,Mario Ancic,R,196.0,CRO,18.2340862423,154.0,244.0,103819,7.0,,Roger Federer,R,185.0,SUI,20.8761122519,9.0,2160.0,6-3 7-6(2) 6-3,5,R128,100.0,5.0,3.0,96.0,51.0,45.0,25.0,16.0,5.0,6.0,1.0,8.0,86.0,47.0,36.0,18.0,14.0,3.0,6.0
2002-580,Australian Open,Hard,128,G,20020114,9,103819,11.0,,Roger Federer,R,185.0,SUI,20.4353182752,12.0,1845.0,102021,,,Michael Chang,R,175.0,USA,29.8945927447,94.0,445.0,6-4 6-4 6-3,5,R128,126.0,9.0,4.0,86.0,57.0,49.0,11.0,15.0,3.0,4.0,2.0,0.0,104.0,58.0,38.0,20.0,14.0,7.0,12.0
2002-580,Australian Open,Hard,128,G,20020114,69,103819,11.0,,Roger Federer,R,185.0,SUI,20.4353182752,12.0,1845.0,102722,,,Attila Savolt,R,183.0,HUN,25.9411362081,93.0,447.0,6-2 7-5 6-4,5,R64,124.0,10.0,0.0,86.0,60.0,48.0,15.0,15.0,4.0,5.0,8.0,5.0,110.0,62.0,47.0,15.0,15.0,8.0,13.0
2002-580,Australian Open,Hard,128,G,20020114,99,103819,11.0,,Roger Federer,R,185.0,SUI,20.4353182752,12.0,1845.0,102783,,,Rainer Schuettler,R,180.0,GER,25.7221081451,41.0,955.0,7-6(6) 7-6(5) 6-4,5,R32,137.0,7.0,1.0,105.0,66.0,50.0,24.0,17.0,0.0,2.0,3.0,4.0,120.0,69.0,49.0,25.0,17.0,4.0,7.0
2002-580,Australian Open,Hard,128,G,20020114,114,103163,7.0,,Tommy Haas,R,188.0,GER,23.7837097878,9.0,2150.0,103819,11.0,,Roger Federer,R,185.0,SUI,20.4353182752,12.0,1845.0,7-6(3) 4-6 3-6 6-4 8-6,5,R16,215.0,11.0,4.0,172.0,90.0,66.0,49.0,27.0,6.0,10.0,25.0,6.0,175.0,106.0,79.0,35.0,28.0,11.0,14.0
2002-520,Roland Garros,Clay,128,G,20020527,33,102271,,,Hicham Arazi,L,175.0,MAR,28.6023271732,45.0,790.0,103819,8.0,,Roger Federer,R,185.0,SUI,20.7994524298,8.0,2380.0,6-3 6-2 6-4,5,R128,95.0,1.0,0.0,80.0,48.0,33.0,20.0,14.0,5.0,7.0,5.0,4.0,85.0,43.0,29.0,15.0,13.0,8.0,14.0
2002-560,US Open,Hard,128,G,20020826,24,103819,13.0,,Roger Federer,R,185.0,SUI,21.0485968515,13.0,1925.0,103181,,,Jiri Vanek,R,185.0,CZE,24.3394934976,157.0,249.0,6-1 6-3 4-6 7-5,5,R128,126.0,8.0,7.0,105.0,58.0,44.0,28.0,19.0,0.0,3.0,5.0,1.0,116.0,59.0,37.0,29.0,19.0,8.0,15.0
2002-560,US Open,Hard,128,G,20020826,76,103819,13.0,,Roger Federer,R,185.0,SUI,21.0485968515,13.0,1925.0,102021,,,Michael Chang,R,175.0,USA,30.507871321,132.0,314.0,6-3 6-1 6-3,5,R64,95.0,12.0,7.0,81.0,55.0,43.0,12.0,13.0,4.0,5.0,2.0,5.0,81.0,46.0,28.0,13.0,12.0,3.0,9.0
2002-560,US Open,Hard,128,G,20020826,102,103819,13.0,,Roger Federer,R,185.0,SUI,21.0485968515,13.0,1925.0,103598,19.0,,Xavier Malisse,R,185.0,BEL,22.1026694045,19.0,1410.0,4-6 6-3 6-4 6-4,5,R32,133.0,8.0,4.0,112.0,62.0,48.0,29.0,20.0,3.0,6.0,4.0,6.0,119.0,65.0,44.0,30.0,19.0,8.0,13.0
2002-560,US Open,Hard,128,G,20020826,115,103018,32.0,,Max Mirnyi,R,196.0,BLR,25.1389459274,34.0,1035.0,103819,13.0,,Roger Federer,R,185.0,SUI,21.0485968515,13.0,1925.0,6-3 7-6(5) 6-4,5,R16,112.0,11.0,5.0,101.0,67.0,56.0,20.0,16.0,5.0,5.0,4.0,4.0,93.0,48.0,35.0,28.0,15.0,5.0,7.0
2003-520,Roland Garros,Clay,128,G,20030526,33,103632,,,Luis Horna,R,180.0,PER,22.6940451745,88.0,465.0,103819,5.0,,Roger Federer,R,185.0,SUI,21.7960301164,5.0,2465.0,7-6(6) 6-2 7-6(3),5,R128,131.0,4.0,2.0,111.0,86.0,60.0,15.0,16.0,4.0,6.0,10.0,4.0,103.0,59.0,45.0,18.0,16.0,4.0,8.0
2003-560,US Open,Hard,128,G,20030825,64,103819,2.0,,Roger Federer,R,185.0,SUI,22.045174538,2.0,3825.0,104076,,,Jose Acasuso,R,190.0,ARG,20.8459958932,75.0,507.0,5-7 6-3 6-3 2-0 RET,5,R128,126.0,15.0,3.0,76.0,55.0,47.0,14.0,16.0,2.0,4.0,9.0,3.0,129.0,75.0,48.0,25.0,16.0,12.0,17.0
2003-560,US Open,Hard,128,G,20030825,96,103819,2.0,,Roger Federer,R,185.0,SUI,22.045174538,2.0,3825.0,103444,,,Jean Rene Lisnard,R,173.0,MON,23.9151266256,94.0,405.0,6-1 6-2 6-0,5,R64,77.0,5.0,2.0,61.0,41.0,34.0,12.0,11.0,1.0,1.0,0.0,8.0,76.0,33.0,16.0,18.0,10.0,7.0,14.0
2003-560,US Open,Hard,128,G,20030825,112,103819,2.0,,Roger Federer,R,185.0,SUI,22.045174538,2.0,3825.0,103484,,,James Blake,R,185.0,USA,23.6577686516,35.0,995.0,6-3 7-6(4) 6-3,5,R32,119.0,10.0,3.0,101.0,62.0,47.0,25.0,16.0,3.0,4.0,5.0,6.0,128.0,78.0,53.0,23.0,14.0,20.0,23.0
2003-560,US Open,Hard,128,G,20030825,120,103900,13.0,,David Nalbandian,R,180.0,ARG,21.6454483231,13.0,1700.0,103819,2.0,,Roger Federer,R,185.0,SUI,22.045174538,2.0,3825.0,3-6 7-6(1) 6-4 6-3,5,R16,172.0,3.0,4.0,112.0,67.0,45.0,28.0,19.0,5.0,9.0,16.0,4.0,143.0,78.0,52.0,28.0,21.0,10.0,16.0
2003-580,Australian Open,Hard,128,G,20030113,32,103819,6.0,,Roger Federer,R,185.0,SUI,21.4318959617,6.0,2475.0,103581,,,Flavio Saretta,R,183.0,BRA,22.5434633812,83.0,483.0,7-6(4) 7-5 6-3,5,R128,168.0,8.0,8.0,126.0,70.0,48.0,28.0,16.0,9.0,12.0,3.0,2.0,139.0,67.0,47.0,29.0,17.0,11.0,17.0
2003-580,Australian Open,Hard,128,G,20030113,80,103819,6.0,,Roger Federer,R,185.0,SUI,21.4318959617,6.0,2475.0,102694,,,Lars Burgsmuller,R,183.0,GER,27.1047227926,76.0,525.0,6-3 6-0 6-3,5,R64,104.0,3.0,4.0,72.0,32.0,24.0,25.0,12.0,0.0,1.0,1.0,6.0,87.0,46.0,21.0,21.0,12.0,3.0,10.0
2003-580,Australian Open,Hard,128,G,20030113,104,103819,6.0,,Roger Federer,R,185.0,SUI,21.4318959617,6.0,2475.0,103714,,Q,Andreas Vinciguerra,L,180.0,SWE,21.8973305955,145.0,264.0,6-3 6-4 6-2,5,R32,96.0,9.0,0.0,72.0,45.0,37.0,18.0,14.0,2.0,3.0,4.0,6.0,95.0,54.0,35.0,16.0,13.0,5.0,10.0
2003-580,Australian Open,Hard,128,G,20030113,116,103900,10.0,,David Nalbandian,R,180.0,ARG,21.0321697467,12.0,1740.0,103819,6.0,,Roger Federer,R,185.0,SUI,21.4318959617,6.0,2475.0,6-4 3-6 6-1 1-6 6-3,5,R16,178.0,3.0,2.0,133.0,79.0,50.0,30.0,21.0,10.0,17.0,9.0,9.0,148.0,77.0,58.0,26.0,21.0,9.0,17.0
2003-540,Wimbledon,Grass,128,G,20030623,17,103819,4.0,,Roger Federer,R,185.0,SUI,21.8726899384,5.0,2580.0,102703,,,Hyung Taik Lee,R,180.0,KOR,27.4688569473,55.0,686.0,6-3 6-3 7-6(2),5,R128,105.0,15.0,3.0,99.0,64.0,48.0,19.0,15.0,7.0,9.0,2.0,4.0,97.0,67.0,43.0,11.0,15.0,6.0,11.0
2003-540,Wimbledon,Grass,128,G,20030623,73,103819,4.0,,Roger Federer,R,185.0,SUI,21.8726899384,5.0,2580.0,102905,,,Stefan Koubek,L,175.0,AUT,26.46954141,70.0,605.0,7-5 6-1 6-1,5,R64,77.0,6.0,3.0,73.0,44.0,35.0,16.0,13.0,2.0,3.0,0.0,3.0,75.0,45.0,20.0,15.0,13.0,5.0,12.0
2003-540,Wimbledon,Grass,128,G,20030623,101,103819,4.0,,Roger Federer,R,185.0,SUI,21.8726899384,5.0,2580.0,103888,,,Mardy Fish,R,188.0,USA,21.5359342916,45.0,840.0,6-3 6-1 4-6 6-1,5,R32,120.0,13.0,4.0,110.0,59.0,43.0,31.0,17.0,5.0,6.0,9.0,6.0,102.0,56.0,38.0,19.0,16.0,6.0,12.0
2003-540,Wimbledon,Grass,128,G,20030623,115,103819,4.0,,Roger Federer,R,185.0,SUI,21.8726899384,5.0,2580.0,103852,,,Feliciano Lopez,L,188.0,ESP,21.7549623546,52.0,723.0,7-6(5) 6-4 6-4,5,R16,126.0,9.0,2.0,104.0,69.0,48.0,17.0,16.0,3.0,6.0,13.0,3.0,127.0,80.0,51.0,24.0,16.0,13.0,18.0
2003-540,Wimbledon,Grass,128,G,20030623,122,103819,4.0,,Roger Federer,R,185.0,SUI,21.8726899384,5.0,2580.0,102854,8.0,,Sjeng Schalken,R,193.0,NED,26.7871321013,12.0,1715.0,6-3 6-4 6-4,5,QF,98.0,13.0,5.0,92.0,62.0,50.0,15.0,15.0,3.0,4.0,1.0,2.0,102.0,74.0,45.0,12.0,14.0,7.0,11.0
2003-540,Wimbledon,Grass,128,G,20030623,125,103819,4.0,,Roger Federer,R,185.0,SUI,21.8726899384,5.0,2580.0,104053,5.0,,Andy Roddick,R,188.0,USA,20.8131416838,6.0,2390.0,7-6(6) 6-3 6-3,5,SF,103.0,17.0,0.0,84.0,51.0,42.0,25.0,15.0,2.0,2.0,4.0,0.0,99.0,57.0,42.0,21.0,15.0,5.0,8.0
2003-540,Wimbledon,Grass,128,G,20030623,127,103819,4.0,,Roger Federer,R,185.0,SUI,21.8726899384,5.0,2580.0,102882,,,Mark Philippoussis,R,196.0,AUS,26.6228610541,48.0,735.0,7-6(5) 6-2 7-6(3),5,F,116.0,21.0,2.0,93.0,53.0,47.0,27.0,16.0,0.0,0.0,14.0,4.0,102.0,70.0,54.0,14.0,16.0,3.0,5.0
2004-560,US Open,Hard,128,G,20040830,1,103819,1.0,,Roger Federer,R,185.0,SUI,23.06091718,1.0,5910.0,102610,,,Albert Costa,R,180.0,ESP,29.18275154,44.0,785.0,7-5 6-2 6-4,5,R128,120.0,11.0,5.0,73.0,49.0,39.0,11.0,15.0,0.0,3.0,1.0,3.0,109.0,64.0,36.0,19.0,15.0,12.0,19.0
2004-560,US Open,Hard,128,G,20040830,65,103819,1.0,,Roger Federer,R,185.0,SUI,23.06091718,1.0,5910.0,104571,,Q,Marcos Baghdatis,R,183.0,CYP,19.2032854209,240.0,153.0,6-2 6-7(4) 6-3 6-1,5,R64,124.0,8.0,5.0,104.0,61.0,50.0,25.0,18.0,2.0,4.0,5.0,8.0,117.0,64.0,41.0,21.0,18.0,2.0,10.0
2004-560,US Open,Hard,128,G,20040830,97,103819,1.0,,Roger Federer,R,185.0,SUI,23.06091718,1.0,5910.0,102148,31.0,,Fabrice Santoro,R,178.0,FRA,31.7234770705,34.0,917.0,6-0 6-4 7-6(7),5,R32,123.0,10.0,2.0,96.0,59.0,46.0,21.0,14.0,1.0,1.0,2.0,2.0,95.0,56.0,36.0,20.0,14.0,4.0,8.0
2004-560,US Open,Hard,128,G,20040830,113,103819,1.0,,Roger Federer,R,185.0,SUI,23.06091718,1.0,5910.0,102318,16.0,,Andrei Pavel,R,183.0,ROU,30.5900068446,18.0,1310.0,W/O,5,R16,,,,,,,,,,,,,,,,,,,
2004-560,US Open,Hard,128,G,20040830,121,103819,1.0,,Roger Federer,R,185.0,SUI,23.06091718,1.0,5910.0,101736,6.0,,Andre Agassi,R,180.0,USA,34.3381245722,7.0,2340.0,6-3 2-6 7-5 3-6 6-3,5,QF,180.0,16.0,9.0,158.0,101.0,75.0,27.0,24.0,6.0,9.0,4.0,4.0,142.0,97.0,69.0,27.0,23.0,7.0,10.0
2004-560,US Open,Hard,128,G,20040830,125,103819,1.0,,Roger Federer,R,185.0,SUI,23.06091718,1.0,5910.0,102450,5.0,,Tim Henman,R,185.0,GBR,29.9822039699,6.0,2380.0,6-3 6-4 6-4,5,SF,104.0,7.0,2.0,84.0,53.0,40.0,20.0,15.0,2.0,4.0,4.0,1.0,74.0,45.0,28.0,18.0,14.0,2.0,7.0
2004-560,US Open,Hard,128,G,20040830,127,103819,1.0,,Roger Federer,R,185.0,SUI,23.06091718,1.0,5910.0,103720,4.0,,Lleyton Hewitt,R,180.0,AUS,23.5126625599,5.0,2605.0,6-0 7-6(3) 6-0,5,F,109.0,11.0,1.0,89.0,49.0,38.0,22.0,12.0,5.0,6.0,1.0,4.0,75.0,41.0,23.0,12.0,12.0,6.0,13.0
2004-520,Roland Garros,Clay,128,G,20040524,1,103819,1.0,,Roger Federer,R,185.0,SUI,22.7926078029,1.0,5540.0,104019,,LL,Kristof Vliegen,R,193.0,BEL,21.9219712526,110.0,370.0,6-1 6-2 6-1,5,R128,76.0,4.0,1.0,54.0,33.0,29.0,15.0,11.0,0.0,0.0,0.0,5.0,74.0,46.0,24.0,11.0,11.0,7.0,14.0
2004-520,Roland Garros,Clay,128,G,20040524,65,103819,1.0,,Roger Federer,R,185.0,SUI,22.7926078029,1.0,5540.0,103017,,,Nicolas Kiefer,R,183.0,GER,26.8856947296,34.0,1005.0,6-3 6-4 7-6(6),5,R64,151.0,5.0,12.0,126.0,67.0,53.0,23.0,15.0,12.0,15.0,2.0,6.0,109.0,56.0,39.0,21.0,16.0,7.0,13.0
2004-520,Roland Garros,Clay,128,G,20040524,97,102856,28.0,,Gustavo Kuerten,R,190.0,BRA,27.7015742642,30.0,1065.0,103819,1.0,,Roger Federer,R,185.0,SUI,22.7926078029,1.0,5540.0,6-4 6-4 6-4,5,R32,124.0,6.0,0.0,91.0,47.0,33.0,29.0,15.0,1.0,2.0,10.0,2.0,95.0,60.0,41.0,17.0,15.0,8.0,12.0
2004-580,Australian Open,Hard,128,G,20040119,64,103819,2.0,,Roger Federer,R,185.0,SUI,22.4476386037,2.0,4375.0,104166,,Q,Alex Bogomolov Jr,R,178.0,RUS,20.7419575633,117.0,357.0,6-3 6-4 6-0,5,R128,89.0,13.0,3.0,68.0,41.0,33.0,20.0,13.0,0.0,0.0,0.0,3.0,81.0,54.0,35.0,9.0,12.0,4.0,9.0
2004-580,Australian Open,Hard,128,G,20040119,96,103819,2.0,,Roger Federer,R,185.0,SUI,22.4476386037,2.0,4375.0,103319,,Q,Jeff Morrison,R,185.0,USA,24.9555099247,156.0,247.0,6-2 6-3 6-4,5,R64,94.0,5.0,2.0,84.0,52.0,40.0,21.0,14.0,4.0,4.0,8.0,0.0,93.0,55.0,37.0,17.0,13.0,7.0,11.0
